pressure: 1017.405, temp: 22.7861,  time: 10.649
pressure: 1017.895, temp: 22.76851,  time: 24.873
pressure: 1018.156, temp: 22.76851,  time: 39.079
pressure: 1018.124, temp: 22.75093,  time: 64.526
pressure: 1017.83, temp: 22.73335,  time: 78.743
pressure: 1017.537, temp: 22.71576,  time: 106.861
pressure: 1018.124, temp: 22.75093,  time: 121.117
pressure: 1017.569, temp: 22.73335,  time: 135.386
pressure: 1017.995, temp: 22.68059,  time: 149.694
pressure: 1017.798, temp: 22.71576,  time: 164.084
pressure: 1017.995, temp: 22.68059,  time: 178.42
pressure: 1017.898, temp: 22.62783,  time: 192.8
pressure: 1017.866, temp: 22.61025,  time: 207.273
pressure: 1018.03, temp: 22.5575,  time: 221.648
pressure: 1017.965, temp: 22.52232,  time: 236.03
pressure: 1017.836, temp: 22.45198,  time: 250.408
pressure: 1017.904, temp: 22.34648,  time: 264.848
pressure: 1018.102, temp: 22.17063,  time: 292.098
pressure: 1017.909, temp: 22.06512,  time: 306.546
pressure: 1017.943, temp: 21.94203,  time: 321.031
pressure: 1017.978, temp: 21.81893,  time: 335.415
pressure: 1018.012, temp: 21.69584,  time: 349.915
pressure: 1017.754, temp: 21.55516,  time: 362.793
pressure: 1017.755, temp: 21.41448,  time: 377.284
pressure: 1017.757, temp: 21.2738,  time: 391.773
pressure: 1017.466, temp: 21.11554,  time: 406.255
pressure: 1018.152, temp: 20.78143,  time: 433.703
pressure: 1017.892, temp: 20.64075,  time: 448.198
pressure: 1017.471, temp: 20.41215,  time: 462.644
pressure: 1017.959, temp: 20.25388,  time: 477.161
pressure: 1018.154, temp: 20.07803,  time: 491.717
pressure: 1017.83, temp: 19.90215,  time: 506.236
pressure: 1017.829, temp: 19.76134,  time: 520.742
pressure: 1018.736, temp: 19.54989,  time: 535.277
pressure: 1018.475, temp: 19.40878,  time: 549.914
pressure: 1017.889, temp: 19.23222,  time: 564.419
pressure: 1017.756, temp: 19.02012,  time: 578.947
pressure: 1018.465, temp: 18.84316,  time: 593.476
pressure: 1017.943, temp: 18.70146,  time: 608.054
pressure: 1018.326, temp: 18.48869,  time: 622.638
pressure: 1018.03, temp: 18.32895,  time: 637.179
pressure: 1017.992, temp: 18.16905,  time: 651.764
pressure: 1018.438, temp: 17.99121,  time: 666.352
pressure: 1017.816, temp: 17.79538,  time: 680.922
pressure: 1018.068, temp: 17.65282,  time: 695.6
pressure: 1018.028, temp: 17.4923,  time: 710.284
pressure: 1017.922, temp: 17.2959,  time: 725.025
pressure: 1018.33, temp: 17.09929,  time: 739.71
pressure: 1018.546, temp: 16.93826,  time: 754.464
pressure: 1017.473, temp: 16.77707,  time: 769.245
pressure: 1018.17, temp: 16.59781,  time: 784.136
pressure: 1018.161, temp: 16.45426,  time: 798.923
pressure: 1017.76, temp: 16.23873,  time: 813.75
pressure: 1018.006, temp: 16.09489,  time: 828.71
