pressure: 1010.173, temp: 22.71931,  time: 3.53
pressure: 1011.243, temp: 22.71931,  time: 16.197
pressure: 1011.211, temp: 22.70226,  time: 28.367
pressure: 1011.448, temp: 22.6852,  time: 40.086
pressure: 1011.243, temp: 22.71931,  time: 52.831
pressure: 1010.944, temp: 22.70226,  time: 67.076
pressure: 1010.676, temp: 22.70226,  time: 78.274
pressure: 1011.243, temp: 22.71931,  time: 91.033
pressure: 1011.18, temp: 22.6852,  time: 103.745
pressure: 1010.975, temp: 22.71931,  time: 117.587
pressure: 1010.975, temp: 22.71931,  time: 131.84
pressure: 1010.676, temp: 22.70226,  time: 144.638
pressure: 1010.913, temp: 22.6852,  time: 157.53
pressure: 1011.416, temp: 22.66814,  time: 171.366
pressure: 1011.416, temp: 22.66814,  time: 185.723
pressure: 1011.117, temp: 22.65109,  time: 200.031
pressure: 1011.322, temp: 22.61698,  time: 214.484
pressure: 1011.023, temp: 22.59992,  time: 228.846
pressure: 1010.694, temp: 22.56581,  time: 243.3
pressure: 1010.93, temp: 22.54876,  time: 257.643
pressure: 1011.307, temp: 22.46348,  time: 272.095
pressure: 1010.946, temp: 22.41231,  time: 286.507
pressure: 1011.418, temp: 22.3782,  time: 300.965
pressure: 1011.025, temp: 22.30997,  time: 313.828
pressure: 1010.633, temp: 22.24175,  time: 328.298
pressure: 1011.042, temp: 22.17353,  time: 342.853
pressure: 1011.388, temp: 22.0712,  time: 356.883
pressure: 1010.728, temp: 22.00297,  time: 371.437
pressure: 1011.341, temp: 21.90064,  time: 386.028
pressure: 1011.389, temp: 21.78125,  time: 400.73
pressure: 1011.498, temp: 21.69597,  time: 415.33
pressure: 1011.106, temp: 21.62775,  time: 429.926
pressure: 1010.918, temp: 21.52542,  time: 443.047
pressure: 1011.294, temp: 21.44014,  time: 456.093
pressure: 1010.839, temp: 21.3378,  time: 469.252
pressure: 1010.886, temp: 21.21841,  time: 482.411
pressure: 1010.697, temp: 21.11608,  time: 495.589
pressure: 1010.807, temp: 21.0308,  time: 510.305
pressure: 1011.355, temp: 20.89436,  time: 525.064
pressure: 1011.134, temp: 20.77497,  time: 539.883
pressure: 1011.149, temp: 20.63852,  time: 554.566
pressure: 1010.96, temp: 20.53619,  time: 569.304
pressure: 1010.943, temp: 20.38269,  time: 583.536
pressure: 1010.723, temp: 20.2633,  time: 596.76
pressure: 1010.8, temp: 20.16096,  time: 610.459
pressure: 1011.549, temp: 19.99041,  time: 625.192
pressure: 1011.297, temp: 19.85389,  time: 639.969
pressure: 1011.279, temp: 19.70018,  time: 654.747
pressure: 1011.525, temp: 19.54631,  time: 669.594
pressure: 1011.209, temp: 19.37518,  time: 684.324
pressure: 1010.987, temp: 19.25528,  time: 698.069
pressure: 1010.733, temp: 19.11813,  time: 712.814
pressure: 1011.244, temp: 18.96371,  time: 727.563
pressure: 1011.19, temp: 18.79195,  time: 742.398
pressure: 1011.636, temp: 18.60281,  time: 757.19
pressure: 1010.85, temp: 18.46511,  time: 772.027
pressure: 1011.061, temp: 18.29282,  time: 786.832
pressure: 1011.536, temp: 18.12035,  time: 801.848
pressure: 1011.184, temp: 17.93042,  time: 816.882
pressure: 1011.393, temp: 17.75756,  time: 831.938
pressure: 1011.368, temp: 17.60184,  time: 846.976
pressure: 1011.311, temp: 17.42863,  time: 862.114
pressure: 1010.692, temp: 17.2379,  time: 877.169
pressure: 1011.395, temp: 17.04694,  time: 892.229
pressure: 1011.368, temp: 16.89054,  time: 907.168
pressure: 1011.244, temp: 16.68177,  time: 922.273
pressure: 1011.151, temp: 16.49017,  time: 937.3
pressure: 1011.586, temp: 16.29835,  time: 952.382
pressure: 1010.932, temp: 16.08883,  time: 967.434
pressure: 1011.101, temp: 15.89655,  time: 982.527
pressure: 1011.072, temp: 15.73906,  time: 996.968
pressure: 1010.976, temp: 15.54637,  time: 1012.005
pressure: 1011.209, temp: 15.38855,  time: 1027.056
pressure: 1011.901, temp: 15.19545,  time: 1042.162
pressure: 1011.278, temp: 15.00214,  time: 1057.221
pressure: 1011.672, temp: 14.791,  time: 1072.286
pressure: 1011.113, temp: 14.63247,  time: 1087.355
pressure: 1011.014, temp: 14.43851,  time: 1102.496
pressure: 1011.21, temp: 14.262,  time: 1117.581
pressure: 1011.372, temp: 14.06761,  time: 1132.682
pressure: 1011.041, temp: 13.89071,  time: 1147.809
pressure: 1010.939, temp: 13.69591,  time: 1162.948
pressure: 1011.361, temp: 13.50088,  time: 1177.99
pressure: 1011.324, temp: 13.34115,  time: 1193.03
pressure: 1011.516, temp: 13.1635,  time: 1208.104
pressure: 1011.183, temp: 12.98566,  time: 1223.197
pressure: 1011.078, temp: 12.78983,  time: 1238.231
pressure: 1011.267, temp: 12.61161,  time: 1253.271
pressure: 1011.422, temp: 12.41536,  time: 1268.312
pressure: 1011.382, temp: 12.25462,  time: 1283.411
pressure: 1011.275, temp: 12.05796,  time: 1298.465
pressure: 1010.906, temp: 11.86108,  time: 1313.522
pressure: 1011.353, temp: 11.68191,  time: 1328.579
pressure: 1011.243, temp: 11.48461,  time: 1343.69
pressure: 1010.94, temp: 11.32302,  time: 1358.749
pressure: 1011.317, temp: 11.10733,  time: 1373.828
pressure: 1011.24, temp: 10.92739,  time: 1388.927
pressure: 1011.456, temp: 10.76528,  time: 1404.097
pressure: 1011.117, temp: 10.58499,  time: 1419.131
pressure: 1011.038, temp: 10.40452,  time: 1434.188
pressure: 1011.253, temp: 10.24194,  time: 1449.25
pressure: 1010.878, temp: 10.04302,  time: 1464.374
pressure: 1011.058, temp: 9.862,  time: 1479.424
pressure: 1011.496, temp: 9.680796,  time: 1494.47
pressure: 1011.189, temp: 9.517553,  time: 1509.546
pressure: 1011.175, temp: 9.372326,  time: 1524.613
pressure: 1011.092, temp: 9.190626,  time: 1539.646
pressure: 1011.008, temp: 9.008743,  time: 1554.678
pressure: 1010.993, temp: 8.863105,  time: 1569.722
pressure: 1011.428, temp: 8.680892,  time: 1584.814
pressure: 1011.343, temp: 8.498497,  time: 1599.851
