pressure: 1010.07, temp: 22.57888,  time: 12.662
pressure: 1010.13, temp: 22.61282,  time: 24.83
pressure: 1009.862, temp: 22.61282,  time: 36.548
pressure: 1010.161, temp: 22.6298,  time: 49.247
pressure: 1009.862, temp: 22.61282,  time: 63.537
pressure: 1010.13, temp: 22.61282,  time: 74.731
pressure: 1010.1, temp: 22.59585,  time: 87.441
pressure: 1010.248, temp: 22.52796,  time: 100.199
pressure: 1009.944, temp: 22.35822,  time: 113.976
pressure: 1009.819, temp: 22.13757,  time: 128.3
pressure: 1010.078, temp: 21.83205,  time: 141.054
pressure: 1009.977, temp: 21.47561,  time: 153.892
pressure: 1010.167, temp: 20.98339,  time: 167.785
pressure: 1009.936, temp: 20.4063,  time: 182.082
pressure: 1009.755, temp: 19.71013,  time: 196.445
pressure: 1010.307, temp: 18.97724,  time: 210.896
pressure: 1009.923, temp: 18.17231,  time: 225.261
pressure: 1010.17, temp: 17.27703,  time: 239.667
pressure: 1010.074, temp: 16.34207,  time: 254.065
pressure: 1009.961, temp: 15.40178,  time: 268.516
pressure: 1010.033, temp: 14.42102,  time: 282.921
pressure: 1010.319, temp: 13.41685,  time: 297.379
pressure: 1010.221, temp: 12.49558,  time: 310.238
pressure: 1010.273, temp: 11.51577,  time: 324.704
pressure: 1010.143, temp: 10.44057,  time: 339.22
pressure: 1009.897, temp: 9.449173,  time: 353.245
pressure: 1010.384, temp: 8.434064,  time: 367.797
pressure: 1010.523, temp: 7.376648,  time: 382.435
pressure: 1009.931, temp: 6.349849,  time: 397.046
pressure: 1009.806, temp: 5.298818,  time: 411.695
pressure: 1009.957, temp: 4.260432,  time: 426.342
pressure: 1009.815, temp: 3.347136,  time: 439.404
pressure: 1009.986, temp: 2.466984,  time: 452.443
pressure: 1009.956, temp: 1.620497,  time: 465.658
pressure: 1009.844, temp: 0.7324275,  time: 478.765
pressure: 1010.046, temp: -0.1216404,  time: 491.949
pressure: 1010.056, temp: -1.074954,  time: 506.713
pressure: 1010.123, temp: -1.994443,  time: 521.479
pressure: 1009.738, temp: -2.879577,  time: 536.243
pressure: 1009.633, temp: -3.749218,  time: 550.923
pressure: 1009.912, temp: -4.680923,  time: 565.708
pressure: 1010.071, temp: -5.538692,  time: 579.942
pressure: 1009.897, temp: -6.30195,  time: 593.066
pressure: 1009.787, temp: -7.028641,  time: 606.809
pressure: 1009.482, temp: -7.856574,  time: 621.598
pressure: 1009.495, temp: -8.648083,  time: 636.378
pressure: 1009.535, temp: -9.422624,  time: 651.156
pressure: 1009.602, temp: -10.17998,  time: 666.0
pressure: 1009.41, temp: -10.93999,  time: 680.683
pressure: 1009.766, temp: -11.54186,  time: 694.427
pressure: 1009.134, temp: -12.26628,  time: 709.169
pressure: 1009.112, temp: -12.93242,  time: 723.913
pressure: 1009.58, temp: -13.60055,  time: 738.756
pressure: 1010.079, temp: -14.25034,  time: 753.549
pressure: 1009.614, temp: -14.88161,  time: 768.381
pressure: 1009.968, temp: -15.47375,  time: 783.181
pressure: 1009.82, temp: -16.06742,  time: 798.105
pressure: 1009.547, temp: -16.7243,  time: 813.139
pressure: 1009.715, temp: -17.28,  time: 828.178
pressure: 1009.917, temp: -17.81638,  time: 843.234
pressure: 1009.62, temp: -18.354,  time: 858.353
pressure: 1009.566, temp: -18.89285,  time: 873.421
pressure: 1010.282, temp: -19.41215,  time: 888.485
pressure: 1009.549, temp: -19.91175,  time: 903.421
pressure: 1009.585, temp: -20.39153,  time: 918.526
pressure: 1009.855, temp: -20.87227,  time: 933.568
pressure: 1010.029, temp: -21.39592,  time: 948.619
pressure: 1009.828, temp: -21.85767,  time: 963.695
pressure: 1010.063, temp: -22.34136,  time: 978.784
pressure: 1009.929, temp: -22.76275,  time: 993.233
pressure: 1009.831, temp: -23.16375,  time: 1008.263
pressure: 1009.814, temp: -23.5231,  time: 1023.313
pressure: 1009.836, temp: -23.86179,  time: 1038.422
pressure: 1009.942, temp: -24.15854,  time: 1053.475
pressure: 1009.89, temp: -24.41317,  time: 1068.533
pressure: 1009.636, temp: -24.64682,  time: 1083.611
pressure: 1009.67, temp: -24.85941,  time: 1098.737
pressure: 1009.99, temp: -25.05091,  time: 1113.819
pressure: 1010.111, temp: -25.22125,  time: 1128.93
pressure: 1009.304, temp: -25.3704,  time: 1144.015
pressure: 1009.757, temp: -25.49831,  time: 1159.211
pressure: 1009.77, temp: -25.60495,  time: 1174.253
pressure: 1010.025, temp: -25.71164,  time: 1189.301
pressure: 1009.794, temp: -25.81837,  time: 1204.352
pressure: 1009.851, temp: -25.90379,  time: 1219.471
pressure: 1010.151, temp: -25.98925,  time: 1234.497
pressure: 1010.012, temp: -26.05335,  time: 1249.543
