pressure: 1003.639, temp: 22.53991,  time: 36.075
pressure: 1003.346, temp: 22.52232,  time: 50.278
pressure: 1003.378, temp: 22.53991,  time: 77.237
pressure: 1003.378, temp: 22.53991,  time: 91.502
pressure: 1003.378, temp: 22.53991,  time: 105.73
pressure: 1003.378, temp: 22.53991,  time: 120.001
pressure: 1003.378, temp: 22.53991,  time: 134.283
pressure: 1003.346, temp: 22.52232,  time: 148.641
pressure: 1003.022, temp: 22.48716,  time: 177.478
pressure: 1002.926, temp: 22.4344,  time: 190.26
pressure: 1003.385, temp: 22.39923,  time: 204.607
pressure: 1003.202, temp: 22.15304,  time: 245.312
pressure: 1003.367, temp: 22.10029,  time: 259.69
pressure: 1003.177, temp: 21.99478,  time: 274.134
pressure: 1003.215, temp: 21.87169,  time: 288.57
pressure: 1003.546, temp: 21.76618,  time: 303.016
pressure: 1003.324, temp: 21.64308,  time: 317.461
pressure: 1002.974, temp: 21.44965,  time: 331.935
pressure: 1003.406, temp: 21.25622,  time: 360.867
pressure: 1003.475, temp: 21.15071,  time: 375.368
pressure: 1003.024, temp: 21.0452,  time: 389.877
pressure: 1003.29, temp: 20.90452,  time: 404.384
pressure: 1003.428, temp: 20.6935,  time: 418.886
pressure: 1003.401, temp: 20.53524,  time: 433.402
pressure: 1003.046, temp: 20.48248,  time: 447.858
pressure: 1003.539, temp: 20.32422,  time: 462.427
pressure: 1003.543, temp: 20.18354,  time: 476.935
pressure: 1003.42, temp: 19.97252,  time: 491.455
pressure: 1003.912, temp: 19.81416,  time: 506.032
pressure: 1003.592, temp: 19.63803,  time: 520.602
pressure: 1003.304, temp: 19.47935,  time: 535.133
pressure: 1003.793, temp: 19.32052,  time: 549.7
pressure: 1003.408, temp: 19.10853,  time: 564.225
pressure: 1003.119, temp: 18.94935,  time: 578.855
pressure: 1003.218, temp: 18.71918,  time: 593.498
pressure: 1003.284, temp: 18.47095,  time: 608.121
pressure: 1003.381, temp: 18.24013,  time: 622.813
pressure: 1003.574, temp: 18.06237,  time: 637.493
pressure: 1003.443, temp: 17.84881,  time: 652.142
pressure: 1003.344, temp: 17.65282,  time: 666.845
pressure: 1003.372, temp: 17.3852,  time: 681.496
pressure: 1003.431, temp: 17.13505,  time: 696.244
pressure: 1003.484, temp: 16.74123,  time: 725.522
pressure: 1003.414, temp: 16.56193,  time: 740.218
pressure: 1003.47, temp: 16.3106,  time: 754.981
pressure: 1003.008, temp: 16.05892,  time: 769.775
pressure: 1003.318, temp: 15.80687,  time: 784.566
pressure: 1003.113, temp: 15.55446,  time: 799.419
pressure: 1003.42, temp: 15.3017,  time: 814.353
pressure: 1003.759, temp: 15.06667,  time: 829.441
pressure: 1003.683, temp: 14.88566,  time: 844.499
pressure: 1003.697, temp: 14.61381,  time: 859.565
pressure: 1003.999, temp: 14.35972,  time: 874.667
pressure: 1003.374, temp: 14.15982,  time: 889.725
pressure: 1003.45, temp: 13.92328,  time: 904.75
pressure: 1003.493, temp: 13.66821,  time: 919.822
pressure: 1003.635, temp: 13.46755,  time: 934.939
pressure: 1003.573, temp: 13.15699,  time: 949.995
pressure: 1003.611, temp: 12.90084,  time: 965.049
pressure: 1003.648, temp: 12.64434,  time: 980.092
pressure: 1003.429, temp: 12.38747,  time: 995.208
pressure: 1004.008, temp: 12.14863,  time: 1010.281
pressure: 1003.565, temp: 11.90948,  time: 1023.776
pressure: 1004.107, temp: 11.65159,  time: 1037.243
pressure: 1003.221, temp: 11.44871,  time: 1052.32
pressure: 1003.575, temp: 11.22713,  time: 1065.897
pressure: 1003.314, temp: 10.94979,  time: 1079.39
pressure: 1003.562, temp: 10.67204,  time: 1094.497
pressure: 1003.485, temp: 10.35675,  time: 1109.586
pressure: 1003.255, temp: 10.0967,  time: 1124.721
pressure: 1003.567, temp: 9.854913,  time: 1139.818
pressure: 1003.37, temp: 9.612811,  time: 1154.883
pressure: 1003.426, temp: 9.370401,  time: 1169.968
pressure: 1003.262, temp: 9.146362,  time: 1185.135
pressure: 1003.674, temp: 8.959463,  time: 1198.696
pressure: 1003.727, temp: 8.716218,  time: 1212.251
pressure: 1003.666, temp: 8.547638,  time: 1225.672
pressure: 1003.463, temp: 8.30387,  time: 1239.109
pressure: 1003.548, temp: 8.07858,  time: 1254.198
pressure: 1003.667, temp: 7.871832,  time: 1269.243
pressure: 1003.609, temp: 7.570712,  time: 1282.732
pressure: 1003.403, temp: 7.325706,  time: 1296.222
pressure: 1003.771, temp: 7.118153,  time: 1311.257
pressure: 1003.78, temp: 6.853673,  time: 1326.35
pressure: 1003.137, temp: 6.645615,  time: 1339.861
pressure: 1003.467, temp: 6.418391,  time: 1353.328
pressure: 1003.544, temp: 6.190903,  time: 1368.372
pressure: 1003.475, temp: 6.020115,  time: 1381.862
pressure: 1003.299, temp: 5.792166,  time: 1395.371
pressure: 1003.552, temp: 5.659073,  time: 1410.406
pressure: 1003.553, temp: 5.525891,  time: 1425.437
pressure: 1003.302, temp: 5.392619,  time: 1438.964
pressure: 1004.129, temp: 5.29737,  time: 1452.449
pressure: 1003.518, temp: 5.106735,  time: 1467.494
pressure: 1003.697, temp: 4.935007,  time: 1480.969
pressure: 1003.301, temp: 4.724916,  time: 1494.414
pressure: 1003.515, temp: 4.571982,  time: 1507.906
pressure: 1003.154, temp: 4.380651,  time: 1519.823
pressure: 1003.331, temp: 4.208296,  time: 1531.73
pressure: 1003.328, temp: 4.074141,  time: 1545.192
pressure: 1003.289, temp: 3.92071,  time: 1560.236
pressure: 1003.25, temp: 3.767161,  time: 1573.764
pressure: 1003.534, temp: 3.651923,  time: 1587.246
pressure: 1003.389, temp: 3.575061,  time: 1600.855
pressure: 1003.207, temp: 3.478942,  time: 1614.345
pressure: 1002.847, temp: 3.421249,  time: 1629.421
pressure: 1003.166, temp: 3.325057,  time: 1644.492
pressure: 1003.485, temp: 3.22882,  time: 1659.626
pressure: 1003.626, temp: 3.171054,  time: 1674.671
pressure: 1003.157, temp: 3.055475,  time: 1689.756
pressure: 1003.653, temp: 2.920551,  time: 1704.834
pressure: 1003.433, temp: 2.80483,  time: 1718.364
pressure: 1003.464, temp: 2.689042,  time: 1730.344
pressure: 1003.208, temp: 2.553873,  time: 1743.821
pressure: 1002.951, temp: 2.418615,  time: 1758.898
pressure: 1003.268, temp: 2.321946,  time: 1772.449
pressure: 1003.548, temp: 2.205884,  time: 1785.951
pressure: 1003.328, temp: 2.089756,  time: 1801.104
pressure: 1003.144, temp: 1.992933,  time: 1816.2
pressure: 1003.783, temp: 1.934817,  time: 1829.764
pressure: 1003.599, temp: 1.83792,  time: 1843.293
pressure: 1003.451, temp: 1.76037,  time: 1858.483
pressure: 1004.09, temp: 1.702187,  time: 1872.043
pressure: 1003.406, temp: 1.605181,  time: 1883.944
pressure: 1003.795, temp: 1.546954,  time: 1895.894
pressure: 1003.897, temp: 1.469294,  time: 1907.859
pressure: 1004.285, temp: 1.41103,  time: 1921.353
pressure: 1003.888, temp: 1.333318,  time: 1934.91
pressure: 1003.777, temp: 1.275015,  time: 1946.941
pressure: 1003.416, temp: 1.216696,  time: 1958.893
pressure: 1003.767, temp: 1.138911,  time: 1972.404
pressure: 1003.943, temp: 1.100008,  time: 1987.505
pressure: 1004.044, temp: 1.022179,  time: 2001.069
pressure: 1004.219, temp: 0.9832533,  time: 2013.021
pressure: 1004.144, temp: 0.9443205,  time: 2026.596
pressure: 1004.494, temp: 0.866433,  time: 2040.117
pressure: 1004.383, temp: 0.8079978,  time: 2053.643
pressure: 1004.309, temp: 0.769032,  time: 2068.79
pressure: 1004.484, temp: 0.7300591,  time: 2083.997
pressure: 1004.871, temp: 0.6715864,  time: 2099.166
pressure: 1004.759, temp: 0.613096,  time: 2114.346
pressure: 1004.933, temp: 0.5740938,  time: 2129.506
pressure: 1005.108, temp: 0.5350842,  time: 2143.08
pressure: 1005.283, temp: 0.4960672,  time: 2156.674
pressure: 1005.245, temp: 0.4765565,  time: 2170.266
pressure: 1005.669, temp: 0.4375286,  time: 2182.229
pressure: 1005.594, temp: 0.3984933,  time: 2195.792
pressure: 1005.557, temp: 0.3789724,  time: 2209.377
pressure: 1006.515, temp: 0.3594508,  time: 2221.362
pressure: 1005.943, temp: 0.3204008,  time: 2234.961
pressure: 1005.98, temp: 0.3399261,  time: 2250.104
pressure: 1006.366, temp: 0.2813436,  time: 2263.704
pressure: 1007.075, temp: 0.2618117,  time: 2277.285
pressure: 1007.287, temp: 0.2422791,  time: 2290.893
pressure: 1007.461, temp: 0.2032072,  time: 2304.542
pressure: 1007.461, temp: 0.2032072,  time: 2319.7
pressure: 1007.921, temp: 0.1836679,  time: 2333.251
pressure: 1008.344, temp: 0.144585,  time: 2346.808
pressure: 1008.306, temp: 0.1250414,  time: 2360.444
pressure: 1008.804, temp: 0.1250414,  time: 2372.496
pressure: 1008.978, temp: 0.08594757,  time: 2384.526
pressure: 1009.475, temp: 0.08594757,  time: 2396.492
pressure: 1009.724, temp: 0.08594757,  time: 2408.474
pressure: 1010.433, temp: 0.06639732,  time: 2422.02
pressure: 1010.644, temp: 0.04684639,  time: 2435.597
pressure: 1010.855, temp: 0.02729248,  time: 2449.213
pressure: 1011.066, temp: 0.007737884,  time: 2464.357
pressure: 1011.813, temp: 0.007737884,  time: 2479.508
pressure: 1012.024, temp: -0.01181969,  time: 2493.088
pressure: 1012.732, temp: -0.03137794,  time: 2506.627
pressure: 1013.23, temp: -0.03137794,  time: 2521.833
pressure: 1013.765, temp: -0.01181969,  time: 2535.387
pressure: 1013.802, temp: 0.007737884,  time: 2548.936
pressure: 1014.051, temp: 0.007737884,  time: 2564.105
pressure: 1014.338, temp: 0.02729248,  time: 2577.701
pressure: 1014.797, temp: 0.007737884,  time: 2591.32
pressure: 1015.506, temp: -0.01181969,  time: 2604.93
pressure: 1015.792, temp: 0.007737884,  time: 2618.543
pressure: 1016.614, temp: 0.04684639,  time: 2632.161
pressure: 1016.576, temp: 0.02729248,  time: 2644.169
pressure: 1016.863, temp: 0.04684639,  time: 2656.168
pressure: 1017.82, temp: 0.02729248,  time: 2668.216
pressure: 1017.858, temp: 0.04684639,  time: 2680.212
pressure: 1018.815, temp: 0.02729248,  time: 2693.777
pressure: 1019.275, temp: 0.007737884,  time: 2707.367
pressure: 1019.81, temp: 0.02729248,  time: 2719.362
pressure: 1020.556, temp: 0.02729248,  time: 2732.936
pressure: 1021.762, temp: 0.007737884,  time: 2748.154
pressure: 1021.762, temp: 0.007737884,  time: 2763.333
pressure: 1022.757, temp: 0.007737884,  time: 2776.935
pressure: 1021.264, temp: 0.007737884,  time: 2788.953
pressure: 1010.855, temp: 0.02729248,  time: 2800.963
pressure: 1008.865, temp: 0.02729248,  time: 2812.97
pressure: 1007.833, temp: 0.007737884,  time: 2825.046
pressure: 1008.579, temp: 0.007737884,  time: 2838.634
pressure: 1010.818, temp: 0.007737884,  time: 2852.278
pressure: 1011.813, temp: 0.007737884,  time: 2864.282
pressure: 1013.554, temp: 0.007737884,  time: 2876.335
pressure: 1015.295, temp: 0.007737884,  time: 2888.371
pressure: 1011.813, temp: 0.007737884,  time: 2902.038
pressure: 1013.591, temp: 0.02729248,  time: 2915.676
pressure: 1015.333, temp: 0.02729248,  time: 2929.292
pressure: 1017.323, temp: 0.02729248,  time: 2944.505
pressure: 1020.021, temp: 0.007737884,  time: 2959.768
pressure: 1021.264, temp: 0.007737884,  time: 2973.473
pressure: 1023.254, temp: 0.007737884,  time: 2987.065
pressure: 1024.996, temp: 0.007737884,  time: 3002.286
pressure: 1024.709, temp: -0.01181969,  time: 3015.925
pressure: 1018.528, temp: 0.007737884,  time: 3029.541
pressure: 1018.988, temp: -0.01181969,  time: 3043.265
pressure: 1022.011, temp: 0.007737884,  time: 3056.892
pressure: 1024.747, temp: 0.007737884,  time: 3070.556
pressure: 1026.45, temp: -0.01181969,  time: 3082.549
pressure: 1028.688, temp: -0.01181969,  time: 3094.599
pressure: 1029.224, temp: 0.007737884,  time: 3108.239
pressure: 1031.922, temp: -0.01181969,  time: 3123.589
pressure: 1033.912, temp: -0.01181969,  time: 3138.865
pressure: 1036.399, temp: -0.01181969,  time: 3154.131
pressure: 1035.653, temp: -0.01181969,  time: 3169.429
