pressure: 1013.148, temp: 22.15648,  time: 3.658
pressure: 1015.538, temp: 22.29292,  time: 30.73
pressure: 1015.868, temp: 22.32703,  time: 45.876
pressure: 1015.9, temp: 22.34409,  time: 60.975
pressure: 1016.199, temp: 22.36114,  time: 76.091
pressure: 1015.994, temp: 22.39525,  time: 91.217
pressure: 1015.994, temp: 22.39525,  time: 106.386
pressure: 1016.026, temp: 22.41231,  time: 121.528
pressure: 1015.758, temp: 22.41231,  time: 136.694
pressure: 1016.026, temp: 22.41231,  time: 151.84
pressure: 1016.026, temp: 22.41231,  time: 167.015
pressure: 1015.491, temp: 22.41231,  time: 182.133
pressure: 1015.79, temp: 22.42937,  time: 197.287
pressure: 1015.994, temp: 22.39525,  time: 212.428
pressure: 1015.758, temp: 22.41231,  time: 227.629
pressure: 1015.994, temp: 22.39525,  time: 242.742
pressure: 1015.758, temp: 22.41231,  time: 257.87
pressure: 1016.262, temp: 22.39525,  time: 273.007
pressure: 1016.262, temp: 22.39525,  time: 288.204
pressure: 1015.994, temp: 22.39525,  time: 303.341
pressure: 1015.963, temp: 22.3782,  time: 318.511
pressure: 1015.963, temp: 22.3782,  time: 333.689
pressure: 1015.963, temp: 22.3782,  time: 348.903
pressure: 1015.696, temp: 22.3782,  time: 364.057
pressure: 1015.931, temp: 22.36114,  time: 379.209
pressure: 1015.868, temp: 22.32703,  time: 394.389
pressure: 1016.199, temp: 22.36114,  time: 409.59
pressure: 1016.199, temp: 22.36114,  time: 424.729
pressure: 1016.167, temp: 22.34409,  time: 439.885
pressure: 1016.167, temp: 22.34409,  time: 455.06
pressure: 1015.601, temp: 22.32703,  time: 470.278
pressure: 1015.868, temp: 22.32703,  time: 485.44
pressure: 1016.136, temp: 22.32703,  time: 500.616
pressure: 1016.104, temp: 22.30997,  time: 515.832
pressure: 1016.104, temp: 22.30997,  time: 531.076
pressure: 1016.104, temp: 22.30997,  time: 546.244
pressure: 1015.837, temp: 22.30997,  time: 561.42
pressure: 1016.34, temp: 22.29292,  time: 576.618
pressure: 1016.073, temp: 22.29292,  time: 591.853
pressure: 1016.371, temp: 22.30997,  time: 607.026
pressure: 1016.073, temp: 22.29292,  time: 622.195
pressure: 1015.805, temp: 22.29292,  time: 637.369
pressure: 1015.805, temp: 22.29292,  time: 652.651
pressure: 1015.805, temp: 22.29292,  time: 667.834
pressure: 1016.041, temp: 22.27586,  time: 683.042
pressure: 1016.073, temp: 22.29292,  time: 698.273
pressure: 1016.041, temp: 22.27586,  time: 713.514
pressure: 1015.805, temp: 22.29292,  time: 728.659
pressure: 1016.308, temp: 22.27586,  time: 743.815
pressure: 1016.308, temp: 22.27586,  time: 758.951
pressure: 1016.277, temp: 22.25881,  time: 774.19
pressure: 1015.507, temp: 22.27586,  time: 789.333
pressure: 1016.041, temp: 22.27586,  time: 804.462
pressure: 1016.009, temp: 22.25881,  time: 819.613
pressure: 1016.308, temp: 22.27586,  time: 834.826
pressure: 1016.009, temp: 22.25881,  time: 849.964
pressure: 1016.009, temp: 22.25881,  time: 865.135
pressure: 1016.009, temp: 22.25881,  time: 880.312
pressure: 1016.277, temp: 22.25881,  time: 895.578
pressure: 1016.245, temp: 22.24175,  time: 910.756
pressure: 1015.978, temp: 22.24175,  time: 925.91
pressure: 1015.978, temp: 22.24175,  time: 941.075
pressure: 1016.009, temp: 22.25881,  time: 956.316
pressure: 1015.978, temp: 22.24175,  time: 971.493
pressure: 1015.978, temp: 22.24175,  time: 986.652
pressure: 1016.009, temp: 22.25881,  time: 1001.828
pressure: 1016.245, temp: 22.24175,  time: 1017.05
pressure: 1016.277, temp: 22.25881,  time: 1032.235
pressure: 1015.978, temp: 22.24175,  time: 1047.415
pressure: 1015.978, temp: 22.24175,  time: 1062.595
pressure: 1016.245, temp: 22.24175,  time: 1077.864
pressure: 1016.245, temp: 22.24175,  time: 1093.076
pressure: 1016.245, temp: 22.24175,  time: 1108.28
pressure: 1015.978, temp: 22.24175,  time: 1135.514
pressure: 1016.277, temp: 22.25881,  time: 1174.785
pressure: 1015.978, temp: 22.24175,  time: 1189.996
pressure: 1015.71, temp: 22.24175,  time: 1205.165
pressure: 1015.946, temp: 22.2247,  time: 1220.409
pressure: 1015.978, temp: 22.24175,  time: 1259.651
pressure: 1016.308, temp: 22.27586,  time: 1274.888
pressure: 1016.009, temp: 22.25881,  time: 1290.144
pressure: 1016.277, temp: 22.25881,  time: 1341.459
pressure: 1016.277, temp: 22.25881,  time: 1356.712
pressure: 1016.277, temp: 22.25881,  time: 1371.897
pressure: 1016.009, temp: 22.25881,  time: 1387.099
pressure: 1015.475, temp: 22.25881,  time: 1402.313
pressure: 1016.041, temp: 22.27586,  time: 1417.566
pressure: 1016.34, temp: 22.29292,  time: 1432.772
pressure: 1016.371, temp: 22.30997,  time: 1472.086
pressure: 1015.868, temp: 22.32703,  time: 1487.37
pressure: 1016.104, temp: 22.30997,  time: 1502.594
pressure: 1016.104, temp: 22.30997,  time: 1517.802
pressure: 1015.868, temp: 22.32703,  time: 1533.057
pressure: 1015.57, temp: 22.30997,  time: 1548.336
pressure: 1015.868, temp: 22.32703,  time: 1563.539
pressure: 1015.868, temp: 22.32703,  time: 1602.872
pressure: 1016.136, temp: 22.32703,  time: 1618.161
pressure: 1015.9, temp: 22.34409,  time: 1633.397
pressure: 1015.601, temp: 22.32703,  time: 1648.677
pressure: 1015.632, temp: 22.34409,  time: 1688.143
pressure: 1016.403, temp: 22.32703,  time: 1715.471
pressure: 1016.167, temp: 22.34409,  time: 1730.706
pressure: 1015.9, temp: 22.34409,  time: 1770.141
pressure: 1016.403, temp: 22.32703,  time: 1785.393
pressure: 1015.868, temp: 22.32703,  time: 1800.661
pressure: 1016.136, temp: 22.32703,  time: 1815.927
pressure: 1015.868, temp: 22.32703,  time: 1831.243
pressure: 1015.601, temp: 22.32703,  time: 1846.586
pressure: 1015.868, temp: 22.32703,  time: 1861.841
pressure: 1016.136, temp: 22.32703,  time: 1877.103
pressure: 1015.868, temp: 22.32703,  time: 1892.399
pressure: 1015.837, temp: 22.30997,  time: 1943.798
pressure: 1016.136, temp: 22.32703,  time: 1959.099
pressure: 1015.868, temp: 22.32703,  time: 1974.346
pressure: 1015.837, temp: 22.30997,  time: 2001.572
pressure: 1016.104, temp: 22.30997,  time: 2016.761
pressure: 1015.837, temp: 22.30997,  time: 2032.037
pressure: 1016.371, temp: 22.30997,  time: 2059.238
pressure: 1016.104, temp: 22.30997,  time: 2074.436
pressure: 1016.104, temp: 22.30997,  time: 2089.703
pressure: 1016.371, temp: 22.30997,  time: 2104.902
pressure: 1016.073, temp: 22.29292,  time: 2120.124
pressure: 1016.34, temp: 22.29292,  time: 2135.291
pressure: 1016.073, temp: 22.29292,  time: 2150.559
pressure: 1016.34, temp: 22.29292,  time: 2165.713
pressure: 1016.308, temp: 22.27586,  time: 2180.87
pressure: 1016.607, temp: 22.29292,  time: 2207.935
pressure: 1016.308, temp: 22.27586,  time: 2223.094
pressure: 1016.009, temp: 22.25881,  time: 2238.186
pressure: 1016.041, temp: 22.27586,  time: 2253.284
pressure: 1016.308, temp: 22.27586,  time: 2268.361
pressure: 1015.742, temp: 22.25881,  time: 2283.529
pressure: 1016.009, temp: 22.25881,  time: 2298.616
pressure: 1016.009, temp: 22.25881,  time: 2313.735
pressure: 1016.277, temp: 22.25881,  time: 2328.812
pressure: 1015.978, temp: 22.24175,  time: 2367.792
pressure: 1016.512, temp: 22.24175,  time: 2382.894
pressure: 1015.71, temp: 22.24175,  time: 2398.031
pressure: 1016.214, temp: 22.2247,  time: 2413.203
pressure: 1015.978, temp: 22.24175,  time: 2428.283
pressure: 1015.946, temp: 22.2247,  time: 2443.378
pressure: 1016.481, temp: 22.2247,  time: 2458.489
pressure: 1015.946, temp: 22.2247,  time: 2473.644
